"sample_id","id","name","mark"
"s6798","e40795","ENCFF001FFA","H3K4me3"
"s6798","e40510","ENCFF001FFD","H3K4me3"
"s6798","e40183","ENCFF001XAV","H3K4me3"
"s6798","e40134","ENCFF001XAY","H3K4me3"
"s6798","e40120","ENCFF001FFC","H3K4me3"
"s6798","e39862","ENCFF001XAW","H3K4me3"
"s6798","e39799","ENCFF001FFB","H3K4me3"
"s6801","e40010","ENCFF001XIK","H3K4me3"
"s6801","e39911","ENCFF001GBT","H3K4me3"
"s6801","e39769","ENCFF001XIJ","H3K4me3"
"s6801","e39354","ENCFF001XIL","H3K4me3"
"s6801","e38980","ENCFF001XIM","H3K4me3"
"s6801","e38815","ENCFF001GBR","H3K4me3"
"s6801","e38669","ENCFF001GBS","H3K4me3"
"s6801","e38507","ENCFF001GBQ","H3K4me3"
"s6804","e40750","ENCFF001EPB","H3K4me3"
"s6804","e40715","ENCFF001WVQ","H3K4me3"
"s6804","e40549","ENCFF001EPC","H3K4me3"
"s6804","e40462","ENCFF001EPA","H3K4me3"
"s6804","e39877","ENCFF001EPD","H3K4me3"
"s6804","e39663","ENCFF001WVP","H3K4me3"
"s6804","e39480","ENCFF001WVN","H3K4me3"
"s6804","e39435","ENCFF001WVO","H3K4me3"
"s6805","e41338","ENCFF001GAE","H3K4me3"
"s6805","e41163","ENCFF001XIA","H3K4me3"
"s6805","e41100","ENCFF001XHZ","H3K4me3"
"s6805","e38707","ENCFF001GAH","H3K4me3"
"s6805","e38666","ENCFF001XHY","H3K4me3"
"s6805","e38505","ENCFF001GAG","H3K4me3"
"s6805","e38378","ENCFF001XHX","H3K4me3"
"s6805","e38078","ENCFF001GAF","H3K4me3"
"s6806","e40704","ENCFF001XDG","H3K4me3"
"s6806","e40567","ENCFF001FMJ","H3K4me3"
"s6806","e40405","ENCFF001FMI","H3K4me3"
"s6806","e40286","ENCFF001XDF","H3K4me3"
"s6807","e40774","ENCFF001WVT","H3K4me3"
"s6807","e40702","ENCFF001EPN","H3K4me3"
"s6807","e40456","ENCFF001EPO","H3K4me3"
"s6807","e39951","ENCFF001WVR","H3K4me3"
"s6807","e39859","ENCFF001EPQ","H3K4me3"
"s6807","e39845","ENCFF001EPP","H3K4me3"
"s6807","e39688","ENCFF001WVU","H3K4me3"
"s6807","e39675","ENCFF001WVS","H3K4me3"
"s6812","e41789","ENCFF001FGZ","H3K4me3"
"s6812","e41680","ENCFF001XBM","H3K4me3"
"s6812","e41543","ENCFF001XBL","H3K4me3"
"s6812","e40956","ENCFF001FGY","H3K4me3"
"s6814","e41343","ENCFF001WUS","H3K4me3"
"s6814","e41335","ENCFF001WUR","H3K4me3"
"s6814","e41173","ENCFF001EME","H3K4me3"
"s6814","e40932","ENCFF001WUP","H3K4me3"
"s6814","e40220","ENCFF001EMD","H3K4me3"
"s6814","e40194","ENCFF001EMF","H3K4me3"
"s6814","e39902","ENCFF001WUQ","H3K4me3"
"s6814","e39459","ENCFF001EMG","H3K4me3"
"s6815","e42161","ENCFF001FSX","H3K4me3"
"s6815","e42007","ENCFF001FSY","H3K4me3"
"s6815","e41886","ENCFF001FTA","H3K4me3"
"s6815","e39439","ENCFF001XFK","H3K4me3"
"s6815","e39082","ENCFF001XFJ","H3K4me3"
"s6815","e38640","ENCFF001XFM","H3K4me3"
"s6815","e38355","ENCFF001FSW","H3K4me3"
"s6815","e37765","ENCFF001XFL","H3K4me3"
"s6816","e40454","ENCFF001WVF","H3K4me3"
"s6816","e40084","ENCFF001WVG","H3K4me3"
"s6816","e40023","ENCFF001EOC","H3K4me3"
"s6816","e39907","ENCFF001WVI","H3K4me3"
"s6816","e39873","ENCFF001EOB","H3K4me3"
"s6816","e39654","ENCFF001WVH","H3K4me3"
"s6816","e38488","ENCFF001EOE","H3K4me3"
"s6816","e51779","ENCFF001EOD","H3K4me3"
"s6818","e39933","ENCFF001FGM","H3K4me3"
"s6818","e39876","ENCFF001FGO","H3K4me3"
"s6818","e39614","ENCFF001XBH","H3K4me3"
"s6818","e39205","ENCFF001FGN","H3K4me3"
"s6818","e38786","ENCFF001XBI","H3K4me3"
"s6818","e38698","ENCFF001XBK","H3K4me3"
"s6818","e38476","ENCFF001XBJ","H3K4me3"
"s6818","e38364","ENCFF001FGP","H3K4me3"
"s6826","e42551","ENCFF001XEW","H3K4me3"
"s6826","e42393","ENCFF001XEV","H3K4me3"
"s6826","e42297","ENCFF001FRF","H3K4me3"
"s6826","e42271","ENCFF001FRD","H3K4me3"
"s6826","e39875","ENCFF001FRE","H3K4me3"
"s6826","e39669","ENCFF001FRC","H3K4me3"
"s6826","e38524","ENCFF001XET","H3K4me3"
"s6826","e37939","ENCFF001XEU","H3K4me3"
"s6828","e42552","ENCFF001XIE","H3K4me3"
"s6828","e40375","ENCFF001GAU","H3K4me3"
"s6828","e40276","ENCFF001GAS","H3K4me3"
"s6828","e40128","ENCFF001GAR","H3K4me3"
"s6828","e39179","ENCFF001XIC","H3K4me3"
"s6828","e38309","ENCFF001XIB","H3K4me3"
"s6828","e38175","ENCFF001XID","H3K4me3"
"s6828","e37946","ENCFF001GAT","H3K4me3"
"s6832","e40958","ENCFF001XHO","H3K4me3"
"s6832","e40875","ENCFF001FYX","H3K4me3"
"s6832","e40797","ENCFF001XHN","H3K4me3"
"s6832","e40692","ENCFF001XHL","H3K4me3"
"s6832","e40518","ENCFF001XHM","H3K4me3"
"s6832","e40293","ENCFF001FYW","H3K4me3"
"s6832","e40085","ENCFF001FYZ","H3K4me3"
"s6832","e39541","ENCFF001FYY","H3K4me3"
"s6835","e40659","ENCFF001XEC","H3K4me3"
"s6835","e40007","ENCFF001FOX","H3K4me3"
"s6835","e39909","ENCFF001FOW","H3K4me3"
"s6835","e39767","ENCFF001FOY","H3K4me3"
"s6835","e39570","ENCFF001FOV","H3K4me3"
"s6835","e39350","ENCFF001XDZ","H3K4me3"
"s6835","e38803","ENCFF001XEA","H3K4me3"
"s6835","e38654","ENCFF001XEB","H3K4me3"
"s6929","e42325","ENCFF001WVL","H3K4me3"
"s6929","e41407","ENCFF001WVM","H3K4me3"
"s6929","e41218","ENCFF001EOS","H3K4me3"
"s6929","e40777","ENCFF001EOR","H3K4me3"
"s6929","e40559","ENCFF001EOP","H3K4me3"
"s6929","e38319","ENCFF001EOQ","H3K4me3"
"s6929","e38148","ENCFF001WVJ","H3K4me3"
"s6929","e37894","ENCFF001WVK","H3K4me3"
"s7322","e46989","ENCFF001SXN","H3K4me3"
"s7322","e44682","ENCFF000BMC","H3K4me3"
"s7311","e45771","ENCFF001SYO","H3K4me3"
"s7311","e45219","ENCFF000BTE","H3K4me3"
"s6726","e39905","ENCFF001ENP","H3K4me3"
"s6726","e39868","ENCFF001WVE","H3K4me3"
"s6726","e39474","ENCFF001ENS","H3K4me3"
"s6726","e39395","ENCFF001WVD","H3K4me3"
"s6726","e39241","ENCFF001WVB","H3K4me3"
"s6726","e38983","ENCFF001WVC","H3K4me3"
"s6726","e38334","ENCFF001ENT","H3K4me3"
"s6726","e51561","ENCFF001ENQ","H3K4me3"
"s7029","e46209","ENCFF000CDM","H3K4me3"
"s7029","e46175","ENCFF001TAL","H3K4me3"
"s7029","e43296","ENCFF001FYB","H3K4me3"
"s7029","e43221","ENCFF001FYC","H3K4me3"
"s7029","e43062","ENCFF001XHG","H3K4me3"
"s7029","e42914","ENCFF001XHF","H3K4me3"
"s2686","e17483","E018-H3K4me3.narrowPeak.bed","H3K4me3"
"s2686","e17478","E018-H3K4me3.gappedPeak.bed","H3K4me3"
"s2686","e17491","E018-H3K4me3.broadPeak.bed","H3K4me3"
"s2687","e16986","E019-H3K4me3.gappedPeak.bed","H3K4me3"
"s2687","e16992","E019-H3K4me3.narrowPeak.bed","H3K4me3"
"s2687","e17005","E019-H3K4me3.broadPeak.bed","H3K4me3"
"s2688","e19177","E020-H3K4me3.gappedPeak.bed","H3K4me3"
"s2688","e19182","E020-H3K4me3.narrowPeak.bed","H3K4me3"
"s2688","e19193","E020-H3K4me3.broadPeak.bed","H3K4me3"
"s2689","e18672","E021-H3K4me3.gappedPeak.bed","H3K4me3"
"s2689","e18677","E021-H3K4me3.narrowPeak.bed","H3K4me3"
"s2689","e18700","E021-H3K4me3.broadPeak.bed","H3K4me3"
"s2690","e18818","E022-H3K4me3.gappedPeak.bed","H3K4me3"
"s2690","e18825","E022-H3K4me3.narrowPeak.bed","H3K4me3"
"s2690","e18844","E022-H3K4me3.broadPeak.bed","H3K4me3"
"s2691","e18650","E026-H3K4me3.gappedPeak.bed","H3K4me3"
"s2691","e18660","E026-H3K4me3.narrowPeak.bed","H3K4me3"
"s2691","e18670","E026-H3K4me3.broadPeak.bed","H3K4me3"
"s2692","e19238","E027-H3K4me3.gappedPeak.bed","H3K4me3"
"s2692","e19241","E027-H3K4me3.narrowPeak.bed","H3K4me3"
"s2692","e19256","E027-H3K4me3.broadPeak.bed","H3K4me3"
"s2693","e18391","E028-H3K4me3.gappedPeak.bed","H3K4me3"
"s2693","e18398","E028-H3K4me3.narrowPeak.bed","H3K4me3"
"s2693","e18431","E028-H3K4me3.broadPeak.bed","H3K4me3"
"s2694","e18658","E029-H3K4me3.gappedPeak.bed","H3K4me3"
"s2694","e18662","E029-H3K4me3.narrowPeak.bed","H3K4me3"
"s2694","e18665","E029-H3K4me3.broadPeak.bed","H3K4me3"
"s2695","e18356","E030-H3K4me3.broadPeak.bed","H3K4me3"
"s2695","e18932","E030-H3K4me3.gappedPeak.bed","H3K4me3"
"s2695","e18937","E030-H3K4me3.narrowPeak.bed","H3K4me3"
"s2696","e18519","E031-H3K4me3.gappedPeak.bed","H3K4me3"
"s2696","e18520","E031-H3K4me3.narrowPeak.bed","H3K4me3"
"s2696","e18527","E031-H3K4me3.broadPeak.bed","H3K4me3"
"s2697","e18453","E032-H3K4me3.gappedPeak.bed","H3K4me3"
"s2697","e18456","E032-H3K4me3.narrowPeak.bed","H3K4me3"
"s2697","e18464","E032-H3K4me3.broadPeak.bed","H3K4me3"
"s2698","e18760","E033-H3K4me3.gappedPeak.bed","H3K4me3"
"s2698","e18767","E033-H3K4me3.narrowPeak.bed","H3K4me3"
"s2698","e18774","E033-H3K4me3.broadPeak.bed","H3K4me3"
"s2699","e18654","E034-H3K4me3.gappedPeak.bed","H3K4me3"
"s2699","e18659","E034-H3K4me3.narrowPeak.bed","H3K4me3"
"s2699","e18668","E034-H3K4me3.broadPeak.bed","H3K4me3"
"s2700","e18960","E035-H3K4me3.gappedPeak.bed","H3K4me3"
"s2700","e18965","E035-H3K4me3.narrowPeak.bed","H3K4me3"
"s2700","e18973","E035-H3K4me3.broadPeak.bed","H3K4me3"
"s2701","e18747","E036-H3K4me3.gappedPeak.bed","H3K4me3"
"s2701","e18753","E036-H3K4me3.narrowPeak.bed","H3K4me3"
"s2701","e18765","E036-H3K4me3.broadPeak.bed","H3K4me3"
"s2702","e18393","E037-H3K4me3.gappedPeak.bed","H3K4me3"
"s2702","e18399","E037-H3K4me3.narrowPeak.bed","H3K4me3"
"s2702","e18414","E037-H3K4me3.broadPeak.bed","H3K4me3"
"s2703","e18297","E038-H3K4me3.broadPeak.bed","H3K4me3"
"s2703","e18995","E038-H3K4me3.narrowPeak.bed","H3K4me3"
"s2703","e18992","E038-H3K4me3.gappedPeak.bed","H3K4me3"
"s2704","e18537","E039-H3K4me3.gappedPeak.bed","H3K4me3"
"s2704","e18542","E039-H3K4me3.narrowPeak.bed","H3K4me3"
"s2704","e18554","E039-H3K4me3.broadPeak.bed","H3K4me3"
"s2705","e19780","E040-H3K4me3.gappedPeak.bed","H3K4me3"
"s2705","e19781","E040-H3K4me3.narrowPeak.bed","H3K4me3"
"s2705","e19795","E040-H3K4me3.broadPeak.bed","H3K4me3"
"s2706","e19603","E041-H3K4me3.gappedPeak.bed","H3K4me3"
"s2706","e19621","E041-H3K4me3.narrowPeak.bed","H3K4me3"
"s2706","e19629","E041-H3K4me3.broadPeak.bed","H3K4me3"
"s2707","e19352","E042-H3K4me3.narrowPeak.bed","H3K4me3"
"s2707","e19374","E042-H3K4me3.broadPeak.bed","H3K4me3"
"s2707","e19861","E042-H3K4me3.gappedPeak.bed","H3K4me3"
"s2708","e19705","E043-H3K4me3.gappedPeak.bed","H3K4me3"
"s2708","e19707","E043-H3K4me3.narrowPeak.bed","H3K4me3"
"s2708","e19716","E043-H3K4me3.broadPeak.bed","H3K4me3"
"s2709","e19512","E044-H3K4me3.gappedPeak.bed","H3K4me3"
"s2709","e19519","E044-H3K4me3.narrowPeak.bed","H3K4me3"
"s2709","e19528","E044-H3K4me3.broadPeak.bed","H3K4me3"
"s2710","e19830","E045-H3K4me3.gappedPeak.bed","H3K4me3"
"s2710","e19831","E045-H3K4me3.narrowPeak.bed","H3K4me3"
"s2710","e19842","E045-H3K4me3.broadPeak.bed","H3K4me3"
"s2711","e19631","E046-H3K4me3.gappedPeak.bed","H3K4me3"
"s2711","e19635","E046-H3K4me3.narrowPeak.bed","H3K4me3"
"s2711","e19648","E046-H3K4me3.broadPeak.bed","H3K4me3"
"s2712","e19306","E047-H3K4me3.gappedPeak.bed","H3K4me3"
"s2712","e19310","E047-H3K4me3.narrowPeak.bed","H3K4me3"
"s2712","e19330","E047-H3K4me3.broadPeak.bed","H3K4me3"
"s2713","e19698","E048-H3K4me3.gappedPeak.bed","H3K4me3"
"s2713","e19703","E048-H3K4me3.narrowPeak.bed","H3K4me3"
"s2713","e19717","E048-H3K4me3.broadPeak.bed","H3K4me3"
"s2714","e19443","E049-H3K4me3.gappedPeak.bed","H3K4me3"
"s2714","e19453","E049-H3K4me3.narrowPeak.bed","H3K4me3"
"s2714","e19465","E049-H3K4me3.broadPeak.bed","H3K4me3"
"s2715","e19633","E050-H3K4me3.gappedPeak.bed","H3K4me3"
"s2715","e19642","E050-H3K4me3.narrowPeak.bed","H3K4me3"
"s2715","e19656","E050-H3K4me3.broadPeak.bed","H3K4me3"
"s2716","e19368","E051-H3K4me3.gappedPeak.bed","H3K4me3"
"s2716","e19377","E051-H3K4me3.narrowPeak.bed","H3K4me3"
"s2716","e19388","E051-H3K4me3.broadPeak.bed","H3K4me3"
"s2717","e19620","E052-H3K4me3.gappedPeak.bed","H3K4me3"
"s2717","e19625","E052-H3K4me3.narrowPeak.bed","H3K4me3"
"s2717","e19641","E052-H3K4me3.broadPeak.bed","H3K4me3"
"s2718","e19834","E053-H3K4me3.gappedPeak.bed","H3K4me3"
"s2718","e19837","E053-H3K4me3.narrowPeak.bed","H3K4me3"
"s2718","e19840","E053-H3K4me3.broadPeak.bed","H3K4me3"
"s2719","e19118","E054-H3K4me3.gappedPeak.bed","H3K4me3"
"s2719","e19121","E054-H3K4me3.narrowPeak.bed","H3K4me3"
"s2719","e19125","E054-H3K4me3.broadPeak.bed","H3K4me3"
"s2720","e19316","E055-H3K4me3.gappedPeak.bed","H3K4me3"
"s2720","e19322","E055-H3K4me3.narrowPeak.bed","H3K4me3"
"s2720","e19331","E055-H3K4me3.broadPeak.bed","H3K4me3"
"s2721","e19701","E056-H3K4me3.gappedPeak.bed","H3K4me3"
"s2721","e19714","E056-H3K4me3.narrowPeak.bed","H3K4me3"
"s2721","e19729","E056-H3K4me3.broadPeak.bed","H3K4me3"
"s2722","e19376","E057-H3K4me3.gappedPeak.bed","H3K4me3"
"s2722","e19382","E057-H3K4me3.narrowPeak.bed","H3K4me3"
"s2722","e19391","E057-H3K4me3.broadPeak.bed","H3K4me3"
"s2723","e19090","E058-H3K4me3.gappedPeak.bed","H3K4me3"
"s2723","e19095","E058-H3K4me3.narrowPeak.bed","H3K4me3"
"s2723","e19099","E058-H3K4me3.broadPeak.bed","H3K4me3"
"s2724","e19384","E059-H3K4me3.gappedPeak.bed","H3K4me3"
"s2724","e19390","E059-H3K4me3.narrowPeak.bed","H3K4me3"
"s2724","e19406","E059-H3K4me3.broadPeak.bed","H3K4me3"
"s2725","e17510","E061-H3K4me3.gappedPeak.bed","H3K4me3"
"s2725","e17515","E061-H3K4me3.narrowPeak.bed","H3K4me3"
"s2725","e17526","E061-H3K4me3.broadPeak.bed","H3K4me3"
"s2726","e17472","E062-H3K4me3.gappedPeak.bed","H3K4me3"
"s2726","e17476","E062-H3K4me3.narrowPeak.bed","H3K4me3"
"s2726","e17489","E062-H3K4me3.broadPeak.bed","H3K4me3"
"s2727","e17520","E065-H3K4me3.gappedPeak.bed","H3K4me3"
"s2727","e17525","E065-H3K4me3.narrowPeak.bed","H3K4me3"
"s2727","e17531","E065-H3K4me3.broadPeak.bed","H3K4me3"
"s2728","e17224","E066-H3K4me3.gappedPeak.bed","H3K4me3"
"s2728","e17228","E066-H3K4me3.narrowPeak.bed","H3K4me3"
"s2728","e17242","E066-H3K4me3.broadPeak.bed","H3K4me3"
"s2729","e16920","E067-H3K4me3.narrowPeak.bed","H3K4me3"
"s2729","e16938","E067-H3K4me3.broadPeak.bed","H3K4me3"
"s2729","e17777","E067-H3K4me3.gappedPeak.bed","H3K4me3"
"s2730","e17266","E068-H3K4me3.gappedPeak.bed","H3K4me3"
"s2730","e17272","E068-H3K4me3.narrowPeak.bed","H3K4me3"
"s2730","e17289","E068-H3K4me3.broadPeak.bed","H3K4me3"
"s2731","e16994","E069-H3K4me3.gappedPeak.bed","H3K4me3"
"s2731","e17002","E069-H3K4me3.narrowPeak.bed","H3K4me3"
"s2731","e17020","E069-H3K4me3.broadPeak.bed","H3K4me3"
"s2732","e19896","E070-H3K4me3.gappedPeak.bed","H3K4me3"
"s2732","e19898","E070-H3K4me3.narrowPeak.bed","H3K4me3"
"s2732","e19901","E070-H3K4me3.broadPeak.bed","H3K4me3"
"s2733","e19612","E071-H3K4me3.gappedPeak.bed","H3K4me3"
"s2733","e19618","E071-H3K4me3.narrowPeak.bed","H3K4me3"
"s2733","e19628","E071-H3K4me3.broadPeak.bed","H3K4me3"
"s2734","e19908","E072-H3K4me3.gappedPeak.bed","H3K4me3"
"s2734","e19913","E072-H3K4me3.narrowPeak.bed","H3K4me3"
"s2734","e19917","E072-H3K4me3.broadPeak.bed","H3K4me3"
"s2735","e19713","E073-H3K4me3.gappedPeak.bed","H3K4me3"
"s2735","e19718","E073-H3K4me3.narrowPeak.bed","H3K4me3"
"s2735","e19731","E073-H3K4me3.broadPeak.bed","H3K4me3"
"s2736","e19723","E074-H3K4me3.gappedPeak.bed","H3K4me3"
"s2736","e19730","E074-H3K4me3.narrowPeak.bed","H3K4me3"
"s2736","e19746","E074-H3K4me3.broadPeak.bed","H3K4me3"
"s2737","e19899","E075-H3K4me3.gappedPeak.bed","H3K4me3"
"s2737","e19902","E075-H3K4me3.narrowPeak.bed","H3K4me3"
"s2737","e19907","E075-H3K4me3.broadPeak.bed","H3K4me3"
"s2738","e19815","E076-H3K4me3.gappedPeak.bed","H3K4me3"
"s2738","e19820","E076-H3K4me3.narrowPeak.bed","H3K4me3"
"s2738","e19833","E076-H3K4me3.broadPeak.bed","H3K4me3"
"s2739","e19921","E077-H3K4me3.gappedPeak.bed","H3K4me3"
"s2739","e19924","E077-H3K4me3.narrowPeak.bed","H3K4me3"
"s2739","e19928","E077-H3K4me3.broadPeak.bed","H3K4me3"
"s2740","e19540","E078-H3K4me3.gappedPeak.bed","H3K4me3"
"s2740","e19548","E078-H3K4me3.narrowPeak.bed","H3K4me3"
"s2740","e19558","E078-H3K4me3.broadPeak.bed","H3K4me3"
"s2741","e19720","E079-H3K4me3.gappedPeak.bed","H3K4me3"
"s2741","e19726","E079-H3K4me3.narrowPeak.bed","H3K4me3"
"s2741","e19743","E079-H3K4me3.broadPeak.bed","H3K4me3"
"s2742","e18305","E081-H3K4me3.gappedPeak.bed","H3K4me3"
"s2742","e18309","E081-H3K4me3.narrowPeak.bed","H3K4me3"
"s2742","e18323","E081-H3K4me3.broadPeak.bed","H3K4me3"
"s2743","e18114","E082-H3K4me3.gappedPeak.bed","H3K4me3"
"s2743","e18118","E082-H3K4me3.narrowPeak.bed","H3K4me3"
"s2743","e18120","E082-H3K4me3.broadPeak.bed","H3K4me3"
"s2744","e18610","E083-H3K4me3.gappedPeak.bed","H3K4me3"
"s2744","e18617","E083-H3K4me3.narrowPeak.bed","H3K4me3"
"s2744","e18641","E083-H3K4me3.broadPeak.bed","H3K4me3"
"s2745","e18687","E084-H3K4me3.gappedPeak.bed","H3K4me3"
"s2745","e18690","E084-H3K4me3.narrowPeak.bed","H3K4me3"
"s2745","e18698","E084-H3K4me3.broadPeak.bed","H3K4me3"
"s2746","e18322","E085-H3K4me3.gappedPeak.bed","H3K4me3"
"s2746","e18326","E085-H3K4me3.narrowPeak.bed","H3K4me3"
"s2746","e18339","E085-H3K4me3.broadPeak.bed","H3K4me3"
"s2747","e18680","E086-H3K4me3.gappedPeak.bed","H3K4me3"
"s2747","e18684","E086-H3K4me3.narrowPeak.bed","H3K4me3"
"s2747","e18695","E086-H3K4me3.broadPeak.bed","H3K4me3"
"s2748","e18426","E087-H3K4me3.gappedPeak.bed","H3K4me3"
"s2748","e18430","E087-H3K4me3.narrowPeak.bed","H3K4me3"
"s2748","e18436","E087-H3K4me3.broadPeak.bed","H3K4me3"
"s2749","e18215","E088-H3K4me3.gappedPeak.bed","H3K4me3"
"s2749","e18224","E088-H3K4me3.narrowPeak.bed","H3K4me3"
"s2749","e18257","E088-H3K4me3.broadPeak.bed","H3K4me3"
"s2750","e18249","E089-H3K4me3.gappedPeak.bed","H3K4me3"
"s2750","e18255","E089-H3K4me3.narrowPeak.bed","H3K4me3"
"s2750","e18261","E089-H3K4me3.broadPeak.bed","H3K4me3"
"s2751","e16964","E090-H3K4me3.gappedPeak.bed","H3K4me3"
"s2751","e16966","E090-H3K4me3.narrowPeak.bed","H3K4me3"
"s2751","e16973","E090-H3K4me3.broadPeak.bed","H3K4me3"
"s2752","e17630","E091-H3K4me3.gappedPeak.bed","H3K4me3"
"s2752","e17634","E091-H3K4me3.narrowPeak.bed","H3K4me3"
"s2752","e17640","E091-H3K4me3.broadPeak.bed","H3K4me3"
"s2753","e17438","E092-H3K4me3.gappedPeak.bed","H3K4me3"
"s2753","e17440","E092-H3K4me3.narrowPeak.bed","H3K4me3"
"s2753","e17448","E092-H3K4me3.broadPeak.bed","H3K4me3"
"s2754","e16954","E093-H3K4me3.gappedPeak.bed","H3K4me3"
"s2754","e16958","E093-H3K4me3.narrowPeak.bed","H3K4me3"
"s2754","e16972","E093-H3K4me3.broadPeak.bed","H3K4me3"
"s2755","e59572","E094-H3K4me3.narrowPeak.bed","H3K4me3"
"s2755","e59593","E094-H3K4me3.gappedPeak.bed","H3K4me3"
"s2755","e59615","E094-H3K4me3.broadPeak.bed","H3K4me3"
"s2756","e17172","E095-H3K4me3.narrowPeak.bed","H3K4me3"
"s2756","e59585","E095-H3K4me3.gappedPeak.bed","H3K4me3"
"s2756","e59607","E095-H3K4me3.broadPeak.bed","H3K4me3"
"s2757","e17327","E096-H3K4me3.gappedPeak.bed","H3K4me3"
"s2757","e17333","E096-H3K4me3.narrowPeak.bed","H3K4me3"
"s2757","e17348","E096-H3K4me3.broadPeak.bed","H3K4me3"
"s2758","e17461","E097-H3K4me3.gappedPeak.bed","H3K4me3"
"s2758","e17464","E097-H3K4me3.broadPeak.bed","H3K4me3"
"s2758","e17467","E097-H3K4me3.narrowPeak.bed","H3K4me3"
"s2759","e17213","E098-H3K4me3.gappedPeak.bed","H3K4me3"
"s2759","e17217","E098-H3K4me3.narrowPeak.bed","H3K4me3"
"s2759","e17237","E098-H3K4me3.broadPeak.bed","H3K4me3"
"s2760","e17460","E099-H3K4me3.gappedPeak.bed","H3K4me3"
"s2760","e17465","E099-H3K4me3.narrowPeak.bed","H3K4me3"
"s2760","e17487","E099-H3K4me3.broadPeak.bed","H3K4me3"
"s2761","e18893","E100-H3K4me3.narrowPeak.bed","H3K4me3"
"s2761","e59555","E100-H3K4me3.broadPeak.bed","H3K4me3"
"s2761","e59634","E100-H3K4me3.gappedPeak.bed","H3K4me3"
"s2762","e19267","E101-H3K4me3.gappedPeak.bed","H3K4me3"
"s2762","e19276","E101-H3K4me3.narrowPeak.bed","H3K4me3"
"s2762","e19290","E101-H3K4me3.broadPeak.bed","H3K4me3"
"s2763","e18928","E102-H3K4me3.gappedPeak.bed","H3K4me3"
"s2763","e18939","E102-H3K4me3.narrowPeak.bed","H3K4me3"
"s2763","e18959","E102-H3K4me3.broadPeak.bed","H3K4me3"
"s2764","e19266","E103-H3K4me3.gappedPeak.bed","H3K4me3"
"s2764","e19273","E103-H3K4me3.narrowPeak.bed","H3K4me3"
"s2764","e19324","E103-H3K4me3.broadPeak.bed","H3K4me3"
"s2765","e19379","E104-H3K4me3.gappedPeak.bed","H3K4me3"
"s2765","e19383","E104-H3K4me3.narrowPeak.bed","H3K4me3"
"s2765","e19394","E104-H3K4me3.broadPeak.bed","H3K4me3"
"s2766","e18930","E105-H3K4me3.gappedPeak.bed","H3K4me3"
"s2766","e18933","E105-H3K4me3.narrowPeak.bed","H3K4me3"
"s2766","e18948","E105-H3K4me3.broadPeak.bed","H3K4me3"
"s2767","e59528","E106-H3K4me3.narrowPeak.bed","H3K4me3"
"s2767","e59622","E106-H3K4me3.broadPeak.bed","H3K4me3"
"s2767","e59639","E106-H3K4me3.gappedPeak.bed","H3K4me3"
"s2768","e19133","E107-H3K4me3.gappedPeak.bed","H3K4me3"
"s2768","e19138","E107-H3K4me3.narrowPeak.bed","H3K4me3"
"s2768","e19148","E107-H3K4me3.broadPeak.bed","H3K4me3"
"s2769","e18945","E108-H3K4me3.gappedPeak.bed","H3K4me3"
"s2769","e18951","E108-H3K4me3.narrowPeak.bed","H3K4me3"
"s2769","e18967","E108-H3K4me3.broadPeak.bed","H3K4me3"
"s2770","e59525","E109-H3K4me3.narrowPeak.bed","H3K4me3"
"s2770","e59541","E109-H3K4me3.gappedPeak.bed","H3K4me3"
"s2770","e59591","E109-H3K4me3.broadPeak.bed","H3K4me3"
"s2771","e19250","E110-H3K4me3.gappedPeak.bed","H3K4me3"
"s2771","e19255","E110-H3K4me3.narrowPeak.bed","H3K4me3"
"s2771","e19275","E110-H3K4me3.broadPeak.bed","H3K4me3"
"s2772","e19008","E111-H3K4me3.gappedPeak.bed","H3K4me3"
"s2772","e19016","E111-H3K4me3.narrowPeak.bed","H3K4me3"
"s2772","e19024","E111-H3K4me3.broadPeak.bed","H3K4me3"
"s2773","e19456","E112-H3K4me3.gappedPeak.bed","H3K4me3"
"s2773","e19462","E112-H3K4me3.narrowPeak.bed","H3K4me3"
"s2773","e19472","E112-H3K4me3.broadPeak.bed","H3K4me3"
"s2774","e59543","E113-H3K4me3.narrowPeak.bed","H3K4me3"
"s2774","e59580","E113-H3K4me3.gappedPeak.bed","H3K4me3"
"s2774","e59649","E113-H3K4me3.broadPeak.bed","H3K4me3"
"s2777","e19367","E116-H3K4me3.gappedPeak.bed","H3K4me3"
"s2777","e19375","E116-H3K4me3.narrowPeak.bed","H3K4me3"
"s2777","e19389","E116-H3K4me3.broadPeak.bed","H3K4me3"
"s2780","e18921","E119-H3K4me3.broadPeak.bed","H3K4me3"
"s2780","e19708","E119-H3K4me3.gappedPeak.bed","H3K4me3"
"s2780","e19711","E119-H3K4me3.narrowPeak.bed","H3K4me3"
"s2781","e18318","E120-H3K4me3.broadPeak.bed","H3K4me3"
"s2781","e18311","E120-H3K4me3.gappedPeak.bed","H3K4me3"
"s2781","e18314","E120-H3K4me3.narrowPeak.bed","H3K4me3"
"s2782","e18132","E121-H3K4me3.gappedPeak.bed","H3K4me3"
"s2782","e18136","E121-H3K4me3.narrowPeak.bed","H3K4me3"
"s2782","e18152","E121-H3K4me3.broadPeak.bed","H3K4me3"
"s2783","e18054","E122-H3K4me3.gappedPeak.bed","H3K4me3"
