"sample_id","id","name","mark"
"s2702","e18459","E037-H3K4me1.narrowPeak.bed","H3K4me1"
"s2702","e18469","E037-H3K4me1.broadPeak.bed","H3K4me1"
"s2703","e18312","E038-H3K4me1.gappedPeak.bed","H3K4me1"
"s2703","e18319","E038-H3K4me1.narrowPeak.bed","H3K4me1"
"s2703","e18333","E038-H3K4me1.broadPeak.bed","H3K4me1"
"s2704","e18564","E039-H3K4me1.gappedPeak.bed","H3K4me1"
"s2704","e18577","E039-H3K4me1.narrowPeak.bed","H3K4me1"
"s2704","e18595","E039-H3K4me1.broadPeak.bed","H3K4me1"
"s2705","e19805","E040-H3K4me1.gappedPeak.bed","H3K4me1"
"s2705","e19810","E040-H3K4me1.narrowPeak.bed","H3K4me1"
"s2705","e19818","E040-H3K4me1.broadPeak.bed","H3K4me1"
"s2706","e19643","E041-H3K4me1.gappedPeak.bed","H3K4me1"
"s2706","e19652","E041-H3K4me1.narrowPeak.bed","H3K4me1"
"s2706","e19659","E041-H3K4me1.broadPeak.bed","H3K4me1"
"s2707","e19397","E042-H3K4me1.gappedPeak.bed","H3K4me1"
"s2707","e19407","E042-H3K4me1.narrowPeak.bed","H3K4me1"
"s2707","e19423","E042-H3K4me1.broadPeak.bed","H3K4me1"
"s2708","e19725","E043-H3K4me1.gappedPeak.bed","H3K4me1"
"s2708","e19735","E043-H3K4me1.narrowPeak.bed","H3K4me1"
"s2708","e19745","E043-H3K4me1.broadPeak.bed","H3K4me1"
"s2709","e19537","E044-H3K4me1.gappedPeak.bed","H3K4me1"
"s2709","e19563","E044-H3K4me1.narrowPeak.bed","H3K4me1"
"s2709","e19577","E044-H3K4me1.broadPeak.bed","H3K4me1"
"s2710","e19852","E045-H3K4me1.gappedPeak.bed","H3K4me1"
"s2710","e19858","E045-H3K4me1.narrowPeak.bed","H3K4me1"
"s2710","e19867","E045-H3K4me1.broadPeak.bed","H3K4me1"
"s2711","e19660","E046-H3K4me1.gappedPeak.bed","H3K4me1"
"s2711","e19669","E046-H3K4me1.narrowPeak.bed","H3K4me1"
"s2711","e19681","E046-H3K4me1.broadPeak.bed","H3K4me1"
"s2712","e19344","E047-H3K4me1.gappedPeak.bed","H3K4me1"
"s2712","e19354","E047-H3K4me1.narrowPeak.bed","H3K4me1"
"s2712","e19361","E047-H3K4me1.broadPeak.bed","H3K4me1"
"s2713","e19732","E048-H3K4me1.gappedPeak.bed","H3K4me1"
"s2713","e19738","E048-H3K4me1.narrowPeak.bed","H3K4me1"
"s2713","e19752","E048-H3K4me1.broadPeak.bed","H3K4me1"
"s2714","e19487","E049-H3K4me1.gappedPeak.bed","H3K4me1"
"s2714","e19500","E049-H3K4me1.narrowPeak.bed","H3K4me1"
"s2714","e19518","E049-H3K4me1.broadPeak.bed","H3K4me1"
"s2715","e19670","E050-H3K4me1.gappedPeak.bed","H3K4me1"
"s2715","e19682","E050-H3K4me1.narrowPeak.bed","H3K4me1"
"s2715","e19692","E050-H3K4me1.broadPeak.bed","H3K4me1"
"s2716","e19402","E051-H3K4me1.gappedPeak.bed","H3K4me1"
"s2716","e19418","E051-H3K4me1.narrowPeak.bed","H3K4me1"
"s2716","e19432","E051-H3K4me1.broadPeak.bed","H3K4me1"
"s2717","e19676","E052-H3K4me1.gappedPeak.bed","H3K4me1"
"s2717","e19690","E052-H3K4me1.narrowPeak.bed","H3K4me1"
"s2717","e19700","E052-H3K4me1.broadPeak.bed","H3K4me1"
"s2718","e19848","E053-H3K4me1.gappedPeak.bed","H3K4me1"
"s2718","e19855","E053-H3K4me1.narrowPeak.bed","H3K4me1"
"s2718","e19862","E053-H3K4me1.broadPeak.bed","H3K4me1"
"s2719","e19134","E054-H3K4me1.gappedPeak.bed","H3K4me1"
"s2719","e19147","E054-H3K4me1.narrowPeak.bed","H3K4me1"
"s2719","e19168","E054-H3K4me1.broadPeak.bed","H3K4me1"
"s2720","e19347","E055-H3K4me1.gappedPeak.bed","H3K4me1"
"s2720","e19366","E055-H3K4me1.narrowPeak.bed","H3K4me1"
"s2720","e19395","E055-H3K4me1.broadPeak.bed","H3K4me1"
"s2721","e19019","E056-H3K4me1.broadPeak.bed","H3K4me1"
"s2721","e19740","E056-H3K4me1.gappedPeak.bed","H3K4me1"
"s2721","e19753","E056-H3K4me1.narrowPeak.bed","H3K4me1"
"s2722","e19404","E057-H3K4me1.gappedPeak.bed","H3K4me1"
"s2722","e19419","E057-H3K4me1.narrowPeak.bed","H3K4me1"
"s2722","e19436","E057-H3K4me1.broadPeak.bed","H3K4me1"
"s2723","e19113","E058-H3K4me1.gappedPeak.bed","H3K4me1"
"s2723","e19131","E058-H3K4me1.narrowPeak.bed","H3K4me1"
"s2723","e19152","E058-H3K4me1.broadPeak.bed","H3K4me1"
"s2724","e19415","E059-H3K4me1.gappedPeak.bed","H3K4me1"
"s2724","e19424","E059-H3K4me1.narrowPeak.bed","H3K4me1"
"s2724","e19442","E059-H3K4me1.broadPeak.bed","H3K4me1"
"s2725","e17535","E061-H3K4me1.gappedPeak.bed","H3K4me1"
"s2725","e17550","E061-H3K4me1.narrowPeak.bed","H3K4me1"
"s2725","e17599","E061-H3K4me1.broadPeak.bed","H3K4me1"
"s2726","e17501","E062-H3K4me1.gappedPeak.bed","H3K4me1"
"s2726","e17509","E062-H3K4me1.narrowPeak.bed","H3K4me1"
"s2726","e17528","E062-H3K4me1.broadPeak.bed","H3K4me1"
"s2727","e17541","E065-H3K4me1.gappedPeak.bed","H3K4me1"
"s2727","e17555","E065-H3K4me1.narrowPeak.bed","H3K4me1"
"s2727","e17582","E065-H3K4me1.broadPeak.bed","H3K4me1"
"s2728","e17258","E066-H3K4me1.gappedPeak.bed","H3K4me1"
"s2728","e17269","E066-H3K4me1.narrowPeak.bed","H3K4me1"
"s2728","e17302","E066-H3K4me1.broadPeak.bed","H3K4me1"
"s2729","e16953","E067-H3K4me1.gappedPeak.bed","H3K4me1"
"s2729","e16979","E067-H3K4me1.narrowPeak.bed","H3K4me1"
"s2729","e17003","E067-H3K4me1.broadPeak.bed","H3K4me1"
"s2730","e17304","E068-H3K4me1.gappedPeak.bed","H3K4me1"
"s2730","e17321","E068-H3K4me1.narrowPeak.bed","H3K4me1"
"s2730","e17337","E068-H3K4me1.broadPeak.bed","H3K4me1"
"s2731","e17035","E069-H3K4me1.gappedPeak.bed","H3K4me1"
"s2731","e17050","E069-H3K4me1.narrowPeak.bed","H3K4me1"
"s2731","e17072","E069-H3K4me1.broadPeak.bed","H3K4me1"
"s2732","e19904","E070-H3K4me1.gappedPeak.bed","H3K4me1"
"s2732","e19906","E070-H3K4me1.narrowPeak.bed","H3K4me1"
"s2732","e19910","E070-H3K4me1.broadPeak.bed","H3K4me1"
"s2733","e19644","E071-H3K4me1.gappedPeak.bed","H3K4me1"
"s2733","e19653","E071-H3K4me1.narrowPeak.bed","H3K4me1"
"s2733","e19667","E071-H3K4me1.broadPeak.bed","H3K4me1"
"s2734","e19922","E072-H3K4me1.gappedPeak.bed","H3K4me1"
"s2734","e19925","E072-H3K4me1.narrowPeak.bed","H3K4me1"
"s2734","e19929","E072-H3K4me1.broadPeak.bed","H3K4me1"
"s2735","e19747","E073-H3K4me1.gappedPeak.bed","H3K4me1"
"s2735","e19758","E073-H3K4me1.narrowPeak.bed","H3K4me1"
"s2735","e19775","E073-H3K4me1.broadPeak.bed","H3K4me1"
"s2736","e19761","E074-H3K4me1.gappedPeak.bed","H3K4me1"
"s2736","e19772","E074-H3K4me1.narrowPeak.bed","H3K4me1"
"s2736","e19786","E074-H3K4me1.broadPeak.bed","H3K4me1"
"s2737","e19911","E075-H3K4me1.gappedPeak.bed","H3K4me1"
"s2737","e19915","E075-H3K4me1.narrowPeak.bed","H3K4me1"
"s2737","e19920","E075-H3K4me1.broadPeak.bed","H3K4me1"
"s2738","e19845","E076-H3K4me1.gappedPeak.bed","H3K4me1"
"s2738","e19854","E076-H3K4me1.narrowPeak.bed","H3K4me1"
"s2738","e19860","E076-H3K4me1.broadPeak.bed","H3K4me1"
"s2739","e19932","E077-H3K4me1.gappedPeak.bed","H3K4me1"
"s2739","e19934","E077-H3K4me1.narrowPeak.bed","H3K4me1"
"s2739","e19937","E077-H3K4me1.broadPeak.bed","H3K4me1"
"s2740","e19570","E078-H3K4me1.gappedPeak.bed","H3K4me1"
"s2740","e19579","E078-H3K4me1.narrowPeak.bed","H3K4me1"
"s2740","e19595","E078-H3K4me1.broadPeak.bed","H3K4me1"
"s2741","e19759","E079-H3K4me1.gappedPeak.bed","H3K4me1"
"s2741","e19770","E079-H3K4me1.narrowPeak.bed","H3K4me1"
"s2741","e19790","E079-H3K4me1.broadPeak.bed","H3K4me1"
"s2742","e18336","E081-H3K4me1.gappedPeak.bed","H3K4me1"
"s2742","e18343","E081-H3K4me1.narrowPeak.bed","H3K4me1"
"s2742","e18359","E081-H3K4me1.broadPeak.bed","H3K4me1"
"s2743","e18131","E082-H3K4me1.gappedPeak.bed","H3K4me1"
"s2743","e18143","E082-H3K4me1.narrowPeak.bed","H3K4me1"
"s2743","e18157","E082-H3K4me1.broadPeak.bed","H3K4me1"
"s2744","e18657","E083-H3K4me1.gappedPeak.bed","H3K4me1"
"s2744","e18673","E083-H3K4me1.narrowPeak.bed","H3K4me1"
"s2744","e18689","E083-H3K4me1.broadPeak.bed","H3K4me1"
"s2745","e18711","E084-H3K4me1.gappedPeak.bed","H3K4me1"
"s2745","e18727","E084-H3K4me1.narrowPeak.bed","H3K4me1"
"s2745","e18745","E084-H3K4me1.broadPeak.bed","H3K4me1"
"s2746","e18354","E085-H3K4me1.gappedPeak.bed","H3K4me1"
"s2746","e18369","E085-H3K4me1.narrowPeak.bed","H3K4me1"
"s2746","e18419","E085-H3K4me1.broadPeak.bed","H3K4me1"
"s2747","e18705","E086-H3K4me1.gappedPeak.bed","H3K4me1"
"s2747","e18714","E086-H3K4me1.narrowPeak.bed","H3K4me1"
"s2747","e18730","E086-H3K4me1.broadPeak.bed","H3K4me1"
"s2748","e18440","E087-H3K4me1.gappedPeak.bed","H3K4me1"
"s2748","e18452","E087-H3K4me1.narrowPeak.bed","H3K4me1"
"s2748","e18467","E087-H3K4me1.broadPeak.bed","H3K4me1"
"s2749","e18276","E088-H3K4me1.gappedPeak.bed","H3K4me1"
"s2749","e18294","E088-H3K4me1.narrowPeak.bed","H3K4me1"
"s2749","e18316","E088-H3K4me1.broadPeak.bed","H3K4me1"
"s2750","e17958","E089-H3K4me1.broadPeak.bed","H3K4me1"
"s2750","e18271","E089-H3K4me1.gappedPeak.bed","H3K4me1"
"s2750","e18282","E089-H3K4me1.narrowPeak.bed","H3K4me1"
"s2751","e16982","E090-H3K4me1.gappedPeak.bed","H3K4me1"
"s2751","e17001","E090-H3K4me1.narrowPeak.bed","H3K4me1"
"s2751","e17015","E090-H3K4me1.broadPeak.bed","H3K4me1"
"s2752","e17225","E091-H3K4me1.gappedPeak.bed","H3K4me1"
"s2752","e17248","E091-H3K4me1.narrowPeak.bed","H3K4me1"
"s2752","e17270","E091-H3K4me1.broadPeak.bed","H3K4me1"
"s2753","e16961","E092-H3K4me1.narrowPeak.bed","H3K4me1"
"s2753","e16981","E092-H3K4me1.broadPeak.bed","H3K4me1"
"s2753","e17457","E092-H3K4me1.gappedPeak.bed","H3K4me1"
"s2754","e16991","E093-H3K4me1.narrowPeak.bed","H3K4me1"
"s2754","e17009","E093-H3K4me1.broadPeak.bed","H3K4me1"
"s2754","e17055","E093-H3K4me1.gappedPeak.bed","H3K4me1"
"s2755","e16928","E094-H3K4me1.narrowPeak.bed","H3K4me1"
"s2755","e16960","E094-H3K4me1.broadPeak.bed","H3K4me1"
"s2755","e17159","E094-H3K4me1.gappedPeak.bed","H3K4me1"
"s2756","e17180","E095-H3K4me1.narrowPeak.bed","H3K4me1"
"s2756","e17256","E095-H3K4me1.gappedPeak.bed","H3K4me1"
"s2756","e17271","E095-H3K4me1.broadPeak.bed","H3K4me1"
"s2757","e17379","E096-H3K4me1.gappedPeak.bed","H3K4me1"
"s2757","e17393","E096-H3K4me1.narrowPeak.bed","H3K4me1"
"s2757","e17419","E096-H3K4me1.broadPeak.bed","H3K4me1"
"s2758","e17497","E097-H3K4me1.gappedPeak.bed","H3K4me1"
"s2758","e17516","E097-H3K4me1.narrowPeak.bed","H3K4me1"
"s2758","e17554","E097-H3K4me1.broadPeak.bed","H3K4me1"
"s2759","e17253","E098-H3K4me1.gappedPeak.bed","H3K4me1"
"s2759","e17267","E098-H3K4me1.narrowPeak.bed","H3K4me1"
"s2759","e17294","E098-H3K4me1.broadPeak.bed","H3K4me1"
"s2760","e17502","E099-H3K4me1.gappedPeak.bed","H3K4me1"
"s2760","e17513","E099-H3K4me1.narrowPeak.bed","H3K4me1"
"s2760","e17530","E099-H3K4me1.broadPeak.bed","H3K4me1"
"s2761","e18917","E100-H3K4me1.gappedPeak.bed","H3K4me1"
"s2761","e18929","E100-H3K4me1.narrowPeak.bed","H3K4me1"
"s2761","e18957","E100-H3K4me1.broadPeak.bed","H3K4me1"
"s2762","e19307","E101-H3K4me1.gappedPeak.bed","H3K4me1"
"s2762","e19320","E101-H3K4me1.narrowPeak.bed","H3K4me1"
"s2762","e19350","E101-H3K4me1.broadPeak.bed","H3K4me1"
"s2763","e59547","E102-H3K4me1.narrowPeak.bed","H3K4me1"
"s2763","e59550","E102-H3K4me1.gappedPeak.bed","H3K4me1"
"s2763","e59589","E102-H3K4me1.broadPeak.bed","H3K4me1"
"s2764","e19341","E103-H3K4me1.gappedPeak.bed","H3K4me1"
"s2764","e19355","E103-H3K4me1.narrowPeak.bed","H3K4me1"
"s2764","e19378","E103-H3K4me1.broadPeak.bed","H3K4me1"
"s2765","e19411","E104-H3K4me1.gappedPeak.bed","H3K4me1"
"s2765","e19428","E104-H3K4me1.narrowPeak.bed","H3K4me1"
"s2765","e19464","E104-H3K4me1.broadPeak.bed","H3K4me1"
"s2766","e18961","E105-H3K4me1.gappedPeak.bed","H3K4me1"
"s2766","e18979","E105-H3K4me1.narrowPeak.bed","H3K4me1"
"s2766","e19009","E105-H3K4me1.broadPeak.bed","H3K4me1"
"s2767","e18846","E106-H3K4me1.gappedPeak.bed","H3K4me1"
"s2767","e18854","E106-H3K4me1.narrowPeak.bed","H3K4me1"
"s2767","e18870","E106-H3K4me1.broadPeak.bed","H3K4me1"
"s2768","e19161","E107-H3K4me1.gappedPeak.bed","H3K4me1"
"s2768","e19176","E107-H3K4me1.narrowPeak.bed","H3K4me1"
"s2768","e19187","E107-H3K4me1.broadPeak.bed","H3K4me1"
"s2769","e18980","E108-H3K4me1.gappedPeak.bed","H3K4me1"
"s2769","e18998","E108-H3K4me1.narrowPeak.bed","H3K4me1"
"s2769","e19015","E108-H3K4me1.broadPeak.bed","H3K4me1"
"s2770","e18559","E109-H3K4me1.gappedPeak.bed","H3K4me1"
"s2770","e18574","E109-H3K4me1.narrowPeak.bed","H3K4me1"
"s2770","e18609","E109-H3K4me1.broadPeak.bed","H3K4me1"
"s2771","e19296","E110-H3K4me1.gappedPeak.bed","H3K4me1"
"s2771","e19313","E110-H3K4me1.narrowPeak.bed","H3K4me1"
"s2771","e19328","E110-H3K4me1.broadPeak.bed","H3K4me1"
"s2772","e19034","E111-H3K4me1.gappedPeak.bed","H3K4me1"
"s2772","e19048","E111-H3K4me1.narrowPeak.bed","H3K4me1"
"s2772","e19072","E111-H3K4me1.broadPeak.bed","H3K4me1"
"s2773","e19480","E112-H3K4me1.gappedPeak.bed","H3K4me1"
"s2773","e19491","E112-H3K4me1.narrowPeak.bed","H3K4me1"
"s2773","e19506","E112-H3K4me1.broadPeak.bed","H3K4me1"
"s2774","e19082","E113-H3K4me1.gappedPeak.bed","H3K4me1"
"s2774","e19109","E113-H3K4me1.narrowPeak.bed","H3K4me1"
"s2774","e19139","E113-H3K4me1.broadPeak.bed","H3K4me1"
"s2777","e19427","E116-H3K4me1.gappedPeak.bed","H3K4me1"
"s2777","e19435","E116-H3K4me1.narrowPeak.bed","H3K4me1"
"s2777","e19447","E116-H3K4me1.broadPeak.bed","H3K4me1"
"s2780","e18985","E119-H3K4me1.gappedPeak.bed","H3K4me1"
"s2780","e18999","E119-H3K4me1.narrowPeak.bed","H3K4me1"
"s2780","e19007","E119-H3K4me1.broadPeak.bed","H3K4me1"
"s2781","e17814","E120-H3K4me1.gappedPeak.bed","H3K4me1"
"s2781","e17830","E120-H3K4me1.narrowPeak.bed","H3K4me1"
"s2781","e17845","E120-H3K4me1.broadPeak.bed","H3K4me1"
"s2782","e18205","E121-H3K4me1.gappedPeak.bed","H3K4me1"
"s2782","e18221","E121-H3K4me1.narrowPeak.bed","H3K4me1"
"s2782","e18243","E121-H3K4me1.broadPeak.bed","H3K4me1"
"s2783","e18097","E122-H3K4me1.gappedPeak.bed","H3K4me1"
"s2783","e18110","E122-H3K4me1.narrowPeak.bed","H3K4me1"
"s2783","e18122","E122-H3K4me1.broadPeak.bed","H3K4me1"
"s2784","e17906","E123-H3K4me1.gappedPeak.bed","H3K4me1"
"s2784","e17916","E123-H3K4me1.narrowPeak.bed","H3K4me1"
"s2784","e17925","E123-H3K4me1.broadPeak.bed","H3K4me1"
"s2785","e17751","E124-H3K4me1.gappedPeak.bed","H3K4me1"
"s2785","e17761","E124-H3K4me1.narrowPeak.bed","H3K4me1"
"s2785","e17767","E124-H3K4me1.broadPeak.bed","H3K4me1"
"s2786","e18137","E125-H3K4me1.gappedPeak.bed","H3K4me1"
"s2786","e18151","E125-H3K4me1.narrowPeak.bed","H3K4me1"
"s2786","e18177","E125-H3K4me1.broadPeak.bed","H3K4me1"
"s2787","e18088","E126-H3K4me1.gappedPeak.bed","H3K4me1"
"s2787","e18099","E126-H3K4me1.narrowPeak.bed","H3K4me1"
"s2787","e18119","E126-H3K4me1.broadPeak.bed","H3K4me1"
"s2788","e17904","E127-H3K4me1.gappedPeak.bed","H3K4me1"
"s2788","e17917","E127-H3K4me1.narrowPeak.bed","H3K4me1"
"s2788","e17927","E127-H3K4me1.broadPeak.bed","H3K4me1"
"s2789","e18534","E128-H3K4me1.gappedPeak.bed","H3K4me1"
"s2789","e18543","E128-H3K4me1.narrowPeak.bed","H3K4me1"
"s2789","e18563","E128-H3K4me1.broadPeak.bed","H3K4me1"
"s2790","e17862","E129-H3K4me1.gappedPeak.bed","H3K4me1"
"s2790","e17877","E129-H3K4me1.narrowPeak.bed","H3K4me1"
"s2790","e17889","E129-H3K4me1.broadPeak.bed","H3K4me1"
"s2791","e16968","E001-H3K4me1.gappedPeak.bed","H3K4me1"
"s2791","e16984","E001-H3K4me1.narrowPeak.bed","H3K4me1"
"s2791","e17622","E001-H3K4me1.broadPeak.bed","H3K4me1"
"s2792","e17542","E002-H3K4me1.gappedPeak.bed","H3K4me1"
"s2792","e17552","E002-H3K4me1.narrowPeak.bed","H3K4me1"
"s2792","e17589","E002-H3K4me1.broadPeak.bed","H3K4me1"
"s2793","e17063","E003-H3K4me1.gappedPeak.bed","H3K4me1"
"s2793","e17077","E003-H3K4me1.narrowPeak.bed","H3K4me1"
"s2793","e17098","E003-H3K4me1.broadPeak.bed","H3K4me1"
"s2794","e18116","E008-H3K4me1.gappedPeak.bed","H3K4me1"
"s2794","e18125","E008-H3K4me1.narrowPeak.bed","H3K4me1"
"s2794","e18154","E008-H3K4me1.broadPeak.bed","H3K4me1"
"s2795","e17352","E014-H3K4me1.gappedPeak.bed","H3K4me1"
"s2795","e17369","E014-H3K4me1.narrowPeak.bed","H3K4me1"
"s2795","e17385","E014-H3K4me1.broadPeak.bed","H3K4me1"
"s2796","e16940","E015-H3K4me1.gappedPeak.bed","H3K4me1"
"s2796","e16959","E015-H3K4me1.narrowPeak.bed","H3K4me1"
"s2796","e16980","E015-H3K4me1.broadPeak.bed","H3K4me1"
"s2797","e17230","E016-H3K4me1.gappedPeak.bed","H3K4me1"
"s2797","e17245","E016-H3K4me1.narrowPeak.bed","H3K4me1"
"s2797","e17264","E016-H3K4me1.broadPeak.bed","H3K4me1"
"s2798","e18591","E023-H3K4me1.gappedPeak.bed","H3K4me1"
"s2798","e18613","E023-H3K4me1.narrowPeak.bed","H3K4me1"
"s2798","e18632","E023-H3K4me1.broadPeak.bed","H3K4me1"
"s2799","e18895","E024-H3K4me1.gappedPeak.bed","H3K4me1"
"s2799","e19000","E024-H3K4me1.narrowPeak.bed","H3K4me1"
"s2799","e19021","E024-H3K4me1.broadPeak.bed","H3K4me1"
"s2800","e18529","E025-H3K4me1.gappedPeak.bed","H3K4me1"
"s2800","e18548","E025-H3K4me1.narrowPeak.bed","H3K4me1"
"s2800","e18566","E025-H3K4me1.broadPeak.bed","H3K4me1"
"s2801","e17177","E063-H3K4me1.gappedPeak.bed","H3K4me1"
"s2801","e17190","E063-H3K4me1.narrowPeak.bed","H3K4me1"
"s2801","e17202","E063-H3K4me1.broadPeak.bed","H3K4me1"
"s2802","e18507","E080-H3K4me1.gappedPeak.bed","H3K4me1"
"s2802","e18523","E080-H3K4me1.narrowPeak.bed","H3K4me1"
"s2802","e18538","E080-H3K4me1.broadPeak.bed","H3K4me1"
"s7310","e44834","ENCFF000BJC","H3K4me3"
"s7310","e44833","ENCFF001SXB","H3K4me3"
"s7314","e47293","ENCFF001TCV","H3K4me3"
"s7314","e47205","ENCFF000CTL","H3K4me3"
"s7316","e48895","ENCFF000CKV","H3K4me3"
"s7316","e49180","ENCFF001TBP","H3K4me3"
"s7317","e45410","ENCFF001TBD","H3K4me3"
"s7317","e45160","ENCFF000CHV","H3K4me3"
"s7319","e47267","ENCFF001TCR","H3K4me3"
"s7319","e46967","ENCFF000CSN","H3K4me3"
"s7323","e45558","ENCFF000COP","H3K4me3"
"s7323","e47795","ENCFF001TCC","H3K4me3"
"s6963","e43081","ENCFF001GCZ","H3K4me3"
"s6963","e42408","ENCFF001XIY","H3K4me3"
"s6963","e41836","ENCFF001GDA","H3K4me3"
"s6963","e41771","ENCFF001GDC","H3K4me3"
"s6963","e40886","ENCFF001GDB","H3K4me3"
"s6963","e40063","ENCFF001XIW","H3K4me3"
"s6963","e39980","ENCFF001XIV","H3K4me3"
"s6963","e39746","ENCFF001XIX","H3K4me3"
"s6987","e39367","ENCFF000VJP","H3K4me3"
"s6987","e39252","ENCFF001VDG","H3K4me3"
"s7028","e43925","ENCFF001XED","H3K4me3"
"s7028","e43901","ENCFF001FPJ","H3K4me3"
"s7028","e43575","ENCFF001FPM","H3K4me3"
"s7028","e43553","ENCFF001XEF","H3K4me3"
"s7028","e43537","ENCFF001FPL","H3K4me3"
"s7028","e43532","ENCFF001XEE","H3K4me3"
"s7028","e41065","ENCFF001FPI","H3K4me3"
"s7028","e41045","ENCFF001XEG","H3K4me3"
"s7052","e43930","ENCFF001FOK","H3K4me3"
"s7052","e43920","ENCFF001XDW","H3K4me3"
"s7052","e43674","ENCFF001FOJ","H3K4me3"
"s7052","e43577","ENCFF001XDV","H3K4me3"
"s7052","e42591","ENCFF001FOL","H3K4me3"
"s7052","e41475","ENCFF001XDY","H3K4me3"
"s7052","e41152","ENCFF001XDX","H3K4me3"
"s7052","e41054","ENCFF001FOI","H3K4me3"
"s7055","e44104","ENCFF001XBF","H3K4me3"
"s7055","e43903","ENCFF001XBG","H3K4me3"
"s7055","e43748","ENCFF001FGA","H3K4me3"
"s7055","e43678","ENCFF001FGB","H3K4me3"
"s7055","e43588","ENCFF001FFZ","H3K4me3"
"s7055","e42521","ENCFF001FFY","H3K4me3"
"s7055","e41688","ENCFF001XBE","H3K4me3"
"s7055","e41398","ENCFF001XBD","H3K4me3"
"s6684","e42107","ENCFF001WXB","H3K4me3"
"s6684","e41542","ENCFF001ETQ","H3K4me3"
"s6684","e41415","ENCFF001WXC","H3K4me3"
"s6684","e40906","ENCFF001ETP","H3K4me3"
"s6695","e40748","ENCFF001WXA","H3K4me3"
"s6695","e40516","ENCFF001WWX","H3K4me3"
"s6695","e40291","ENCFF001WWY","H3K4me3"
"s6695","e40266","ENCFF001ETH","H3K4me3"
"s6695","e39926","ENCFF001ETF","H3K4me3"
"s6695","e39785","ENCFF001WWZ","H3K4me3"
"s6695","e39539","ENCFF001ETG","H3K4me3"
"s6695","e39401","ENCFF001ETE","H3K4me3"
"s6777","e40127","ENCFF001GDL","H3K4me3"
"s6777","e39974","ENCFF001XIZ","H3K4me3"
"s6777","e39817","ENCFF001GDM","H3K4me3"
"s6777","e39780","ENCFF001GDO","H3K4me3"
"s6777","e39406","ENCFF001GDN","H3K4me3"
"s6777","e39194","ENCFF001XJC","H3K4me3"
"s6777","e38862","ENCFF001XJA","H3K4me3"
"s6777","e38770","ENCFF001XJB","H3K4me3"
"s6779","e39662","ENCFF001XES","H3K4me3"
"s6779","e39320","ENCFF001XER","H3K4me3"
"s6779","e38945","ENCFF001FQR","H3K4me3"
"s6779","e38889","ENCFF001FQS","H3K4me3"
"s6779","e38487","ENCFF001FQQ","H3K4me3"
"s6779","e38433","ENCFF001FQP","H3K4me3"
"s6779","e38351","ENCFF001XEP","H3K4me3"
"s6779","e38224","ENCFF001XEQ","H3K4me3"
"s6782","e40436","ENCFF001XAZ","H3K4me3"
"s6782","e40340","ENCFF001FFO","H3K4me3"
"s6782","e40233","ENCFF001FFP","H3K4me3"
"s6782","e40046","ENCFF001FFN","H3K4me3"
"s6782","e39960","ENCFF001XBA","H3K4me3"
"s6782","e38997","ENCFF001XBB","H3K4me3"
"s6782","e38979","ENCFF001FFM","H3K4me3"
"s6782","e38408","ENCFF001XBC","H3K4me3"
"s6784","e41010","ENCFF001FIU","H3K4me3"
"s6784","e40824","ENCFF001XBZ","H3K4me3"
"s6784","e40433","ENCFF001XCB","H3K4me3"
"s6784","e40338","ENCFF001FIX","H3K4me3"
"s6784","e40232","ENCFF001XCC","H3K4me3"
"s6784","e40040","ENCFF001XCA","H3K4me3"
"s6784","e39589","ENCFF001FIV","H3K4me3"
"s6784","e38990","ENCFF001FIW","H3K4me3"
"s6785","e41050","ENCFF001FHV","H3K4me3"
"s6785","e40838","ENCFF001XBR","H3K4me3"
"s6785","e40636","ENCFF001FHY","H3K4me3"
"s6785","e40438","ENCFF001XBS","H3K4me3"
"s6785","e40383","ENCFF001FHX","H3K4me3"
"s6785","e40323","ENCFF001XBU","H3K4me3"
"s6785","e39621","ENCFF001FHU","H3K4me3"
"s6785","e39564","ENCFF001XBT","H3K4me3"
"s6786","e41093","ENCFF001XBQ","H3K4me3"
"s6786","e40857","ENCFF001XBP","H3K4me3"
"s6786","e40330","ENCFF001FHG","H3K4me3"
"s6786","e40221","ENCFF001FHI","H3K4me3"
"s6786","e40028","ENCFF001XBN","H3K4me3"
"s6786","e39627","ENCFF001FHH","H3K4me3"
"s6786","e39577","ENCFF001FHJ","H3K4me3"
"s6786","e39347","ENCFF001XBO","H3K4me3"
"s6788","e40791","ENCFF001FNY","H3K4me3"
"s6788","e40576","ENCFF001XDU","H3K4me3"
"s6788","e40506","ENCFF001XDT","H3K4me3"
"s6788","e40360","ENCFF001FNW","H3K4me3"
"s6788","e40272","ENCFF001XDS","H3K4me3"
"s6788","e40240","ENCFF001XDR","H3K4me3"
"s6788","e39977","ENCFF001FNU","H3K4me3"
"s6788","e39784","ENCFF001FNX","H3K4me3"
"s6796","e42491","ENCFF001FSL","H3K4me3"
"s6796","e42307","ENCFF001FSM","H3K4me3"
"s6796","e42283","ENCFF001XFI","H3K4me3"
"s6796","e42250","ENCFF001FSN","H3K4me3"
"s6796","e42120","ENCFF001XFH","H3K4me3"
"s6796","e39525","ENCFF001XFF","H3K4me3"
"s6796","e38326","ENCFF001FSK","H3K4me3"
"s6796","e37962","ENCFF001XFG","H3K4me3"
"s6798","e40859","ENCFF001XAX","H3K4me3"
